video_id,jogo,titulo,canal,data,visualizacoes,likes,comentarios,plataforma
ezAUTBfH9aw,Counter Strike 2,Counter-Strike: Zombie Escape Mod - ze_THELOSTWORLD_BF on Old Ones,GamingRevenant,2019-09-01T09:00:08Z,44245991,207426,1768,YouTube
yrrmhlfthkA,Counter Strike 2,when you download hacks for counter strike,skibidi,2023-01-31T19:13:12Z,45804442,1408690,5034,YouTube
Iwu3L5OXWzM,Counter Strike 2,counter strike sigma,skibidi,2023-02-19T23:03:46Z,26473819,950245,2642,YouTube
HbqedccA70Q,Counter Strike 2,Top 5 best funny Moments in CS2 😂 #cs2 #csgo #funnyclips #cs2memes #gaming,Park Dip,2025-07-26T11:16:31Z,36578757,0,1282,YouTube
VX0upuXG3Bs,Counter Strike 2,When The UNEXPECTED Happens..💀,Virre CS2,2024-09-26T16:40:53Z,21427252,540731,2394,YouTube
FOvuOEtZx9o,Counter Strike 2,Clicking goes two ways,ESL Counter-Strike,2025-04-07T11:30:08Z,38595447,788622,756,YouTube
Z3wvMKUflvk,Counter Strike 2,Playing CS2 during Work,Tradeit,2023-09-16T17:00:16Z,17085353,354514,2677,YouTube
DcMfZqd6Z48,Counter Strike 2,CURSED SHOTGUNS,LICHTENSTEIN,2024-04-16T18:19:46Z,15948319,781129,8372,YouTube
b0eUTZv6TT8,Counter Strike 2,CS2 VS CSGO PLAYERS,Lobanjica LIVE,2024-05-23T21:59:09Z,16763634,638399,3421,YouTube
l46mmRk9Yvs,Counter Strike 2,Amazing C4 bomb details in Counter-Strike,GameLight,2023-03-27T08:00:18Z,14761218,610463,4126,YouTube
xQf83U_l2yA,Counter Strike 2,"POV: Dad, what does this GRAFFITI mean? 👴🏻#cs2 #csgo #cs #counterstrike #coldzera #flying #awp",Much Clutch CS2,2025-09-29T00:37:02Z,29146211,505255,2899,YouTube
y61QfN-BBw8,Counter Strike 2,CS2 Details vs CS:GO,HS Top,2023-11-06T15:19:03Z,14232354,525060,3936,YouTube
QUEb8EJ5JKM,Counter Strike 2,What new features did CS2 Beta bring to the players?,HS Top,2023-09-16T11:19:27Z,13200780,486722,3740,YouTube
cIzzDUk_Dg0,Counter Strike 2,CS2 Physics vs CS:GO,HS Top,2023-10-21T13:17:19Z,13019901,380426,1442,YouTube
SeBO7JoruFA,Counter Strike 2,Counter-Strike 2 Looks AMAZING,Greenskull,2023-10-01T23:17:38Z,12205012,612672,5233,YouTube
HlnmHdyvlQs,Counter Strike 2,Counter-Strike 2 HACKS IN-GAME?!,theScore esports,2023-03-29T23:00:11Z,12171838,535371,2238,YouTube
YdKJObPIu_Q,Counter Strike 2,Neymar perfect clutch in CS2?,SkinsMonkey,2024-09-27T16:13:04Z,15123343,605044,1788,YouTube
o1vkQPeJybk,Counter Strike 2,Counter-Strike: Zombie Escape Mod - ze_Random_Escape_v1 [NEW MAP] [4K],Dark Professional,2020-03-08T11:00:14Z,10461513,120516,2598,YouTube
5I2O1fMGX6I,Counter Strike 2,CS:GO vs CS2,HS Top,2023-04-21T13:52:07Z,9571135,327371,3502,YouTube
sKmp-xthUP0,Counter Strike 2,PLAYING CS:GO THEN vs NOW,matty1337,2022-08-31T21:28:54Z,9235925,414673,7035,YouTube
tbouStVExOc,Counter Strike 2,Confusing the other team in CS2,Duality,2024-10-11T16:24:44Z,11236937,567637,1066,YouTube
P9ClNDqMt0Y,Counter Strike 2,CS2 VS CS Source 👉 Details that are not in CS2,GameLight,2023-04-12T06:54:24Z,7528805,242900,2121,YouTube
snT-k4pocbQ,Counter Strike 2,the WEIRDEST VIDEOGAME GUNS... #shorts #gaming #gamingshorts #cs2 #funfacts #gamingvideos #csgo,Strider,2025-06-03T02:22:20Z,14300427,311988,1452,YouTube
nV4Gfpb6qUQ,Counter Strike 2,Pro CS2 Player Teaches Spray Control to Viewer,CooperTV,2024-08-05T05:36:39Z,7644937,419853,1701,YouTube
5X0HjbmDDrU,Counter Strike 2,This Molotov Started The Greatest COMEBACK in CS2! #cs2,FaZe Esports,2024-08-23T18:50:35Z,8078044,279643,881,YouTube
8G2AfbucPHw,Counter Strike 2,"CS2 Indonesia - Chef, Ivan Clutch, Random Jawa",MILYHYA,2025-03-26T13:45:06Z,6382875,165370,8607,YouTube
L98HzYze6AM,Counter Strike 2,Everything has to be perfect for ropz,ESL Counter-Strike,2025-08-09T10:00:37Z,14147427,193778,1393,YouTube
AvkjKP5jYx8,Counter Strike 2,🧐 Сравниваем Реализм CS2 с CSGO,VaGa,2023-04-20T11:00:11Z,5984331,205126,2053,YouTube
fzmzXrhpkZM,Counter Strike 2,Amazing HEADSHOT details in Counter-Strike,GameLight,2023-03-26T08:00:28Z,6540101,203307,1252,YouTube
xK0OaBmu4po,Counter Strike 2,THE ONE TAP GOD IN CS2,ESL Counter-Strike,2023-04-03T15:00:42Z,5855816,158340,1870,YouTube
LfX-3tz2Q3w,Counter Strike 2,Top 5 best funny Moments in CS2 😂 #cs2 #gaming #cs2memes #funny,Park Dip,2025-10-23T15:46:32Z,9635708,0,300,YouTube
1Bnd1PEuXw4,Counter Strike 2,😉Как правильно играть в CS2 на Steam Deck👍,iBukreev,2024-02-25T19:27:46Z,6080514,161361,4074,YouTube
ph0ACrypLdA,Counter Strike 2,Why Are CS2 Pros Doing This? 🤔,PythonCS,2025-04-16T20:27:05Z,9429295,157447,1082,YouTube
-_v7vuqJ1xg,Counter Strike 2,Roblox CS2 is insane 😳,ohnepixel raw,2025-10-17T20:08:50Z,8163823,208568,653,YouTube
j-EnpJ0OSxc,Counter Strike 2,NiKo didn&#39;t have to do him like that 😭,ESL Counter-Strike,2024-08-15T09:15:04Z,5595481,217847,353,YouTube
vnrARi3K8k8,Counter Strike 2,CS2 Beating Valorant,Tradeit,2023-08-19T17:00:37Z,4701925,205306,7637,YouTube
koH37v85yZo,Counter Strike 2,Too much training in CS2...,SkinsMonkey,2024-07-13T15:42:09Z,4728109,260876,1604,YouTube
G9sJ7NCR-lM,Counter Strike 2,markeloff vs SK.swe (ESWC 2010 Final),Ancient CS,2019-06-26T07:37:54Z,4422737,33560,2086,YouTube
9ywds00Bsko,Counter Strike 2,Este Chico GANÓ una PARTIDA de Counter Strike en 2 SEGUNDOS | #shorts,Ribdost,2025-01-09T13:17:57Z,6084632,345929,1069,YouTube
I-FG5jhIqnk,Counter Strike 2,Big vs Small Models in CS2,NadeKing,2025-06-04T12:45:03Z,8761342,124008,291,YouTube
RAkQAP-HCRM,Counter Strike 2,"CS 2 - ОЧЕРЕДНОЕ ПОДТВЕРЖДЕНИЕ, что эта Игра 💩",Альбертович Научит,2025-06-16T09:42:19Z,7632502,157310,4457,YouTube
92ndJs-1Bgk,Counter Strike 2,Amazing Hostage details in Counter-Strike,GameLight,2023-07-22T06:40:54Z,4377286,181982,1005,YouTube
EOKpZkHunYY,Counter Strike 2,Counter-Strike 2...,matty1337,2023-03-24T14:09:04Z,4194642,160083,2578,YouTube
XtVDrt8uJiw,Counter Strike 2,My First Counter-Strike 2 Experience,SMii7Yplus,2023-04-28T16:00:32Z,3909970,121367,1459,YouTube
eYn2bbzs4jA,Counter Strike 2,Indian living in USA 🇮🇳 #cs2 #csgo,propernator but worse,2025-07-10T14:08:21Z,6896303,255192,1960,YouTube
NbJIbdcLn6M,Counter Strike 2,How Counter-Strike Took Over My Life,NakeyJakey,2025-05-17T01:41:03Z,3578123,158868,11739,YouTube
CFH_mTW8Sk4,Counter Strike 2,Counterstrike 💀 #dorozea  #twitch #clips,Dorozea,2025-01-21T15:00:16Z,4172617,118859,605,YouTube
-mvL_3j8Pkw,Counter Strike 2,Counter-Strike 2 | RTX 4090 24GB ( 4K Maximum Settings ),GTX 1050 Ti,2023-03-26T14:30:00Z,3523146,32458,1737,YouTube
pABzOvBZj3Y,Counter Strike 2,Classic Russians in CS2,Dorozea,2025-03-18T15:01:18Z,7117547,132878,5831,YouTube
QTUijaWLok4,Counter Strike 2,They are not cheating... #twitch #d0cc_tv #cs2 #counterstrike2 #csgo,d0cc two,2025-02-28T22:50:09Z,6101185,243202,694,YouTube
yUfaGX-Ms58,Counter Strike 2,Turning counter strike 1.6 to real life..what game should I do next? #counterstrike #pcgames #shorts,Realiscend,2025-01-25T21:17:22Z,4502470,191983,1323,YouTube
Dhg-IWM1qzU,Counter Strike 2,this inventory is worth $5 MILLION!!,CAZE GAMING,2023-05-23T20:53:33Z,4270004,125088,1163,YouTube
tucvKpTSNEM,Counter Strike 2,Counter-Strike 1.6 Retro Inferno Gameplay #cs2 #cs16 #csgo #retrogaming #retrogames #counterstrike,OldSchoolRigs,2025-07-30T15:03:31Z,7977946,125035,2648,YouTube
Tn0BvjKby8o,Counter Strike 2,My skills in CS2... are incredible,SkinsMonkey,2024-06-14T09:15:01Z,4471018,156603,1841,YouTube
KY3GG6spaY0,Counter Strike 2,1 HOUR OF CURSED WEAPONS IN CS,LICHTENSTEIN,2024-03-28T13:34:19Z,2883892,61804,3559,YouTube
jcGr5jSRS48,Counter Strike 2,Why Are Pros Buying THIS in CS2? 🤔,PythonCS,2024-06-17T16:43:25Z,3547215,122023,1185,YouTube
nLYAqV8Wnxc,Counter Strike 2,Counter Strike 2 is Dumb,SMii7Y,2023-11-04T22:00:18Z,2873277,96798,1173,YouTube
gmxEua54YRg,Counter Strike 2,The 2 Sides of Every German 💀🇩🇪,Dorozea,2025-01-13T13:01:00Z,3817391,168347,2706,YouTube
Yhmrxsieg-o,Counter Strike 2,Counter-Strike Evolution (1999-2026) | 25 Years of INSANE Graphics Changes,Ultimate Gaming Zone,2025-05-17T12:27:31Z,2723239,24729,2053,YouTube
n1mRA3VliKs,Counter Strike 2,Rompí El Mercado de CS2 (UNBOXING MASIVO),Rubius Z,2025-10-27T17:38:22Z,2694402,117644,1156,YouTube
nSE38xjMLqE,Counter Strike 2,Counter-Strike 2 - Launch Trailer,Valve,2023-09-27T20:43:52Z,2683154,128976,12686,YouTube
wzwc2MeP5qc,Counter Strike 2,Even NEYMAR Knows CS2 IS COOKED,theScore esports,2024-08-11T14:00:47Z,2537956,192152,529,YouTube
w_5cVYPSq40,Counter Strike 2,"I played CS2&#39;s kid version, but I got ADMIN SKINS (ROBLOX)",ohnepixel,2024-05-22T18:34:31Z,2489011,44585,1061,YouTube
tPpB4DSeENA,Counter Strike 2,XANTARES PEEK,ESL Counter-Strike,2024-09-08T11:48:00Z,3244248,82599,416,YouTube
dOnOFehBSuc,Counter Strike 2,Counter Strike 2 is Dying BUT it&#39;s because of this...🏄 #shorts,Bundun,2023-05-12T15:00:33Z,2601587,123825,1435,YouTube
ubBrNqEnCn4,Counter Strike 2,Ranking The Funniest CS2 Moments 😭,BigFootNOSKILL,2025-10-25T23:54:40Z,4274628,149986,680,YouTube
AVbn4eleGGA,Counter Strike 2,CS2 Pro Players vs DONK,SkinsMonkey,2025-08-24T00:28:19Z,4071302,114985,1231,YouTube
OAHpDWIWP_A,Counter Strike 2,I Played Counter Strike 2 on the PS4. It&#39;s as bad as it Sounds.,Bringus Studios,2023-11-22T14:00:26Z,2287331,53888,1391,YouTube
j5Nl7Zt7xbA,Counter Strike 2,FURIA vs. Team Falcons - PGL Astana 2026 - Playoffs: QuarterFinal 4,PGL,2026-05-15T21:21:13Z,2252249,20200,134,YouTube
yffviNGmhyQ,Counter Strike 2,Counter Strike 2 jadi se-HD ini. #counterstrike2 #counterstrike,okemudin,2023-10-06T04:00:15Z,2222974,110100,1166,YouTube
jq0Mp5ZscS4,Counter Strike 2,CS2 with RTX On,stanley murasakie,2025-01-19T05:01:15Z,2200569,60429,2537,YouTube
XBAdaGUFjlI,Counter Strike 2,OS PIORES JOGADORES DE CS DO MUNDO! - COUNTER STRIKE 2 COM OS AMIGOS,alanzoka,2024-05-26T15:00:32Z,2185166,68147,565,YouTube
vQg1PVfztVc,Counter Strike 2,Top 5 best funny Moments in CS2 😂 #cs2 #csgo #cs2memes #funnyclips #gaming,Park Dip,2025-07-16T11:48:24Z,3750955,100579,249,YouTube
Gd8LGj7aud8,Counter Strike 2,Why Did Valve Remove Factions in CS2?,Sock Man,2025-07-05T13:00:27Z,3355979,83006,2108,YouTube
-HKbWY37ycU,Counter Strike 2,Top 5 best funny Moments in CS2 😂#cs2 #csgo #funnyclips #cs2memes,Park Dip,2025-07-14T12:52:45Z,3547669,121804,331,YouTube
eDc50hU56eI,Counter Strike 2,this CS2 crosshair is insane 😳,ohnepixel raw,2025-10-10T12:34:17Z,4218772,68651,459,YouTube
nNU5_DlSfaw,Counter Strike 2,Why Pros Are Doing THIS in CS2… 😱,PythonCS,2025-10-14T03:30:55Z,3492553,59599,254,YouTube
WVbeZpIiz0U,Counter Strike 2,BİR ESPORCU NASIL DÜŞÜNÜR 3 - Clutch Masterclass #cs2 #csgo #counterstrike2 #counterstrike  #hatex,hatexfps,2024-06-08T12:03:37Z,2431297,54988,563,YouTube
D995qqJ2zAY,Counter Strike 2,El *NUEVO BUG* de Counter Strike 2 🤯,Eruby,2025-08-15T16:07:03Z,4248654,110250,197,YouTube
-bKjIry_eiE,Counter Strike 2,Sprint Update in CS2,Tradeit,2025-04-19T11:00:01Z,4220995,59069,425,YouTube
pMXjsO3NE6w,Counter Strike 2,Stop Doing This! Ropz CS Aim Tips 🎯 #cs2 #aimbot,FaZe Esports,2024-06-29T19:16:48Z,2912570,52129,278,YouTube
s5jx_uzGRzc,Counter Strike 2,SHROUD CLIMBS TO THE TOP OF COUNTER STRIKE 2,shroud,2023-11-10T18:17:29Z,1797496,31058,854,YouTube
KclSn6AP18I,Counter Strike 2,donk 5300 ELO FACEIT !! 😱,DH CS2,2025-03-23T00:40:53Z,3022514,62411,372,YouTube
Wv8uwgndxn8,Counter Strike 2,How to MASTER CS2 like donk - The Setup,ESL Counter-Strike,2024-09-09T15:00:35Z,1781443,42338,1052,YouTube
2RTXsCZXvMs,Counter Strike 2,How do they know?,ohnepixel raw,2026-05-13T08:57:15Z,3864777,108759,481,YouTube
QVctog5F_jY,Counter Strike 2,Counter Strike 2 Ranked Gameplay 4K (No Commentary),Hytron,2024-04-24T13:00:32Z,1738980,15665,368,YouTube
4qEdIXLdxMo,Counter Strike 2,1 in a Million CS2 Moments,Virre CS2,2024-10-09T15:20:36Z,1703859,22606,323,YouTube
s9kb7_k8Wlc,Counter Strike 2,Counter-Strike 1.6 - cs_assault PC Gameplay (1080p60fps),igcompany,2021-02-12T13:29:51Z,1690935,12184,851,YouTube
1LDl473fG8E,Counter Strike 2,HOW TO PLANT CORRECTLY ON DUST 2 #shorts #cs2,Gold Cs Nades,2024-08-30T06:00:01Z,1732285,63433,163,YouTube
YnPMPTu8Ypo,Counter Strike 2,"BLAST Open Rotterdam 2026, Day 4 - NIP vs Liquid, MOUZ vs 9z, PARI vs Spirit, MongolZ vs Vitality",BLAST Premier,2026-03-22T00:12:40Z,1670097,12277,44,YouTube
kIm6tcTKiAc,Counter Strike 2,get perfect accuracy in cs2 like this,fl0m,2023-09-20T16:00:42Z,2065250,67486,639,YouTube
k4uLbGkm6Ls,Counter Strike 2,CS2 POV | DONK ON FIRE🔥 60 KILLS! Faceit Ranked (DUST2) Voicecomms 60-27,Siez CSGO,2024-07-14T13:59:26Z,1666603,15217,589,YouTube
iWIx3DCs1tU,Counter Strike 2,EWC 2025 CS2 - The MongolZ vs Vitality - BO3 - MN cast,Meta,2025-08-23T18:00:20Z,1604135,40573,312,YouTube
sfNRYCWnbJk,Counter Strike 2,Team Spirit vs. Team Falcons - PGL Astana 2026 - Playoffs: Grand Final,PGL,2026-05-17T15:42:45Z,1589961,17407,237,YouTube
QOpIu4o-Vhk,Counter Strike 2,CS2 Dust 2 - The BEST Smoke for LONG DOORS! #cs2 #counterstrike,CS Tactics,2024-05-20T15:06:49Z,1781783,53954,232,YouTube
W32Awnh1q4Q,Counter Strike 2,IEM Atlanta 2026 - Day 6,ESL Counter-Strike,2026-05-17T22:35:25Z,1488419,13356,60,YouTube
MCLMybGEF9Q,Counter Strike 2,this update ruined CS2 😳,ohnepixel raw,2026-03-19T18:11:17Z,2514412,72522,2305,YouTube
P22HqM9w500,Counter Strike 2,CS2- 33 Kills On Dust 2 Competitive Full Gameplay #9! (No Commentary),Kryptek Muted,2024-01-04T00:12:41Z,1459002,12353,429,YouTube
ZNLwBYvHH3k,Counter Strike 2,IEM Atlanta 2026 - Day 1 - Stream A,ESL Counter-Strike,2026-05-12T01:27:54Z,1421334,13030,41,YouTube
1v7pr5frY9w,Counter Strike 2,BEST ZOMBIE KILLER GUN IN SFG2? 🤔 SPECIAL FORCES GROUP 2 ZOMBIE MODE GAMEPLAY,SFG PROGAMER,2023-05-18T13:01:22Z,1362299,7297,141,YouTube
aR-KAldshAE,League of Legends,Warriors | Season 2020 Cinematic - League of Legends (ft. 2WEI and Edda Hayes),League of Legends,2020-01-09T12:00:16Z,173341944,2966675,119669,YouTube
TFzkbos0oeo,League of Legends,You Really Got Me | Cinematic Trailer - League of Legends: Wild Rift (ft. 2WEI),League of Legends: Wild Rift,2020-10-28T05:30:00Z,74443580,1125016,40219,YouTube
jNn2F39G-6s,League of Legends,Fiddlesticks: Terror in Demacia | Champion Update Trailer - League of Legends,League of Legends,2020-03-13T17:00:17Z,14374123,491900,18314,YouTube
sDvVuTdlpT0,League of Legends,League Of Legends Warriors 🔥💀| #shorts #leagueoflegends #gaming #viralshorts,For Gamerz,2024-11-05T16:09:01Z,15010400,0,3396,YouTube
3ANAlImOUcM,League of Legends,Rocket League Different RANKS Gameplay #shorts #rocketleague #rlfunny,WASDCommunity,2024-06-01T14:00:05Z,13625539,194386,1278,YouTube
HTRt7xT93Dk,League of Legends,Nasus.exe,Chilling Smite,2021-01-17T15:51:30Z,8877183,203417,3179,YouTube
8KchjkSoK9c,League of Legends,FIZZ 104 KILLS (WORLD RECORD),Godzu,2020-09-07T20:54:56Z,8027717,165016,4469,YouTube
pNjWjwae-us,League of Legends,Official Gameplay Trailer | League of Legends: Wild Rift,League of Legends: Wild Rift,2020-10-28T05:30:02Z,7388772,74382,5138,YouTube
razegNs-BVo,League of Legends,DUO con RUBIUS (SOMOS la PEOR BOTLANE de EUROPA),Ibai,2020-02-26T16:22:41Z,6968433,248570,5999,YouTube
vk1HfU6ZkEc,League of Legends,La del oso no falla #akali #annie #gamergirl #leagueoflegends,Annie,2023-10-13T18:09:08Z,6961549,216582,1378,YouTube
2ndHP4AI3EU,League of Legends,Mobazane Reaction to Kairi  Lance #mobazane #kairi #lancelot #onic #msc #shorts #mlbb #mobilelegend,Beast,2023-06-17T11:54:29Z,7521406,206807,724,YouTube
cM6yczkVDKU,League of Legends,The 1 LUX MECHANIC that NOBODY KNOWS! - League of Legends #shorts,Skill Capped Challenger LoL Guides,2023-06-18T18:30:37Z,6060479,251686,1451,YouTube
hjPS3j5XNss,League of Legends,All That Will Ever Be | Bel&#39;Veth Cinematic - League of Legends,League of Legends,2022-05-20T16:44:11Z,5835785,206421,8219,YouTube
S6r5TwgDL4Q,League of Legends,Fiddlesticks Gameplay Preview | League of Legends,League of Legends,2020-03-14T17:00:17Z,5609052,129915,6874,YouTube
uV7CzTj_Mc4,League of Legends,Best Yone Combo Faker 😲 #shorts #FAKER #T1TV #T1WIN #T1Fighting,T1 TV,2022-12-09T13:30:25Z,5729880,122922,571,YouTube
AxRQa0C38Kc,League of Legends,The play you didn’t see 👀,LoL Esports,2024-10-30T07:25:55Z,6471733,169402,1367,YouTube
xdfVomq3lAc,League of Legends,Hall of Legends: Faker,League of Legends,2024-06-14T15:00:58Z,5268447,184622,8263,YouTube
LUlGUTXM49E,League of Legends,Is this Zed Build Normal?,AntunyaLol,2025-01-31T20:00:14Z,7083207,126466,1257,YouTube
r9X7Kchl4Uc,League of Legends,longest seraphine ult - wild rift,Braimix,2021-05-09T08:12:20Z,4248202,103849,579,YouTube
3c1Az3rBopA,League of Legends,Limit testing 😅,LCS,2025-08-02T20:53:22Z,9157320,140865,755,YouTube
Q33tKQd-VWY,League of Legends,Gwen: The Hallowed Seamstress | Champion Gameplay Trailer - League of Legends,League of Legends,2021-03-26T15:42:49Z,3780799,117625,16756,YouTube
FGXvNc-PmNE,League of Legends,A PERFECT USE OF FOG OF WAR! #worlds2024 #leagueoflegends,LoL Esports,2024-11-20T12:39:53Z,5231548,123156,383,YouTube
RCNtHGXOd_w,League of Legends,WATCHING vs PLAYING League of Legends #shorts,jacobweeby,2024-11-15T02:00:15Z,3924038,315161,3861,YouTube
6BDmRjRPDaY,League of Legends,Faker Ascends,LoL Esports,2025-01-03T13:00:08Z,5343306,149745,951,YouTube
6S8ugU_aRqY,League of Legends,INSANE!! DID I JUST 1V4 AS SHACO?! #pinkward #leagueoflegends #shaco,Pink Ward Too,2023-04-08T17:00:06Z,3827660,151685,740,YouTube
mSoGkTxu_FY,League of Legends,A Dark Gambit | 2025 Season 1 Cinematic - League of Legends,League of Legends,2025-04-10T15:01:18Z,3573516,145414,4029,YouTube
kfyDoF658HA,League of Legends,Udyr Gameplay Trailer | League of Legends,League of Legends,2022-08-05T20:00:18Z,3567705,146034,10269,YouTube
DTNwrJGjpxo,League of Legends,Pantheon Gameplay Preview | League of Legends,League of Legends,2019-07-30T15:00:01Z,3410412,84028,6687,YouTube
rtIVxS-rR4E,League of Legends,Faker Arrives,LoL Esports,2024-12-09T13:39:23Z,4491537,121916,685,YouTube
yLNMZt3FvFo,League of Legends,Kai’Sa Champion Spotlight | Gameplay - League of Legends,League of Legends,2018-03-05T18:00:09Z,3184157,36184,2483,YouTube
5sPQiHIA8Y8,League of Legends,ENSEÑO A AURON A JUGAR AL LOL,Ibai,2022-02-24T21:45:41Z,3130811,189096,2637,YouTube
xvUiFUcCpw8,League of Legends,NEVER 1v1 the Best Yasuo in the World...,Protatomonster,2023-07-02T21:00:32Z,3215284,97610,958,YouTube
GcR1_McnJbU,League of Legends,Mordekaiser Gameplay Preview | League of Legends,League of Legends,2019-05-28T17:00:00Z,2980542,58753,6383,YouTube
_JWJgS00hfk,League of Legends,50 ULTRA SATISFYING MOMENTS IN LEAGUE OF LEGENDS,Protatomonster,2024-08-06T14:00:37Z,2982281,26385,235,YouTube
2v3C7y5xu84,League of Legends,Faker&#39;s CLEANEST AHRI Play of ALL TIME! #leagueoflegends,Skill Capped Challenger LoL Guides,2024-09-15T11:30:01Z,3063858,124691,675,YouTube
3U4WdutoYbI,League of Legends,Sylas Champion Spotlight | Gameplay - League of Legends,League of Legends,2019-01-24T18:00:00Z,2751841,43712,3995,YouTube
J_9hL1MMDeM,League of Legends,Arcane Jinx vs Classic Jinx Skin - Who is prettier? #shorts #gaming,GG Gaming,2021-12-12T03:45:24Z,2667376,162307,1357,YouTube
3ECXeoLlR3I,League of Legends,Qiyana Champion Spotlight | Gameplay - League of Legends,League of Legends,2019-06-28T20:00:00Z,2416658,31848,2643,YouTube
d15O3zSLA_Q,League of Legends,Yone Champion Spotlight | Gameplay - League of Legends,League of Legends,2020-08-06T19:30:01Z,2394850,51491,4318,YouTube
4QWDa0mPgxg,League of Legends,Is Dota 2 Harder Than League of Legends?,Dimple the Dragon,2023-10-06T22:45:00Z,2276394,56859,10097,YouTube
TYkvBijQccA,League of Legends,Yuumi Champion Spotlight | Gameplay - League of Legends,League of Legends,2019-05-14T15:00:06Z,2264466,37427,3165,YouTube
98CIAkqX6ZU,League of Legends,Viego Champion Spotlight | Gameplay - League of Legends,League of Legends,2021-01-21T20:30:00Z,2263110,45286,3480,YouTube
SiE5uLjCtxU,League of Legends,I streamed until I beat League. It was a mistake.,Ludwig,2025-01-10T01:00:59Z,2262561,59198,1187,YouTube
Utt-sd2FJNY,League of Legends,Swain Champion Spotlight | Gameplay - League of Legends,League of Legends,2018-02-06T18:00:03Z,2258978,33857,2983,YouTube
pb7ASJlPK_k,League of Legends,Old vs New League of Legends,Nemesis,2023-01-19T21:51:02Z,2312213,71315,1715,YouTube
3oSwqRrqqrM,League of Legends,Aatrox Hidden Mechanic! (Aatrox Guide) - League of Legends,Daveyx3 Gameplay,2023-04-10T12:00:02Z,2287984,80801,246,YouTube
ZiYr777GSjk,League of Legends,Naafiri: The Hound of a Hundred Bites | Gameplay Trailer - League of Legends,League of Legends,2023-06-22T00:04:48Z,2199649,79816,7550,YouTube
0iiGWVhUqLA,League of Legends,Aatrox Champion Spotlight | Gameplay - League of Legends,League of Legends,2018-06-26T15:07:18Z,2142376,29054,4714,YouTube
tmEjMaXdssk,League of Legends,Do You Prefer Arcane VS Original Characters? 🤔,nikimii,2024-11-18T23:20:00Z,2234170,139820,781,YouTube
fEMe5hOOwLg,League of Legends,Mordekaiser R Hidden Mechanic! (Mordekaiser Guide) - League of Legends,Daveyx3 Gameplay,2023-04-03T12:00:34Z,2182225,69371,277,YouTube
mMnUovJ178Q,League of Legends,How to Win Lane in 3 Easy Steps,Snowta,2021-04-22T14:00:31Z,2185679,66951,993,YouTube
bP7GqOnLgY0,League of Legends,Faker using skin?! 😲❗❓ league of legends,LoLTAM,2024-05-16T21:00:21Z,2429994,78898,325,YouTube
7D9x4eyakkc,League of Legends,LA POLÉMICA DE JINX ARCANE #leagueoflegends #wildrift,NoxiortG,2024-11-28T20:00:03Z,2116866,158650,1374,YouTube
iwEAK5wsWLg,League of Legends,T1 vs BLG - Game 5 | Grand Final LoL Worlds 2024 | T1 vs Bilibili Gaming G5 full,EpicSkillshot - LoL VOD Library,2024-11-02T18:35:31Z,1928619,19978,1745,YouTube
yahJE5tLxHg,League of Legends,Renata Glasc Champion Spotlight | Gameplay - League of Legends,League of Legends,2022-02-17T21:00:21Z,1886066,36353,2226,YouTube
rqx4phatWMI,League of Legends,Unkillable Sett King,T1 Faker,2021-06-11T06:00:10Z,1948222,48039,729,YouTube
jNZIAcnpSLY,League of Legends,Season 2024 Gameplay Spotlight | League of Legends,League of Legends,2023-11-20T16:00:27Z,1878150,76315,3901,YouTube
XbwAulaZr4k,League of Legends,The Sion main who broke League of Legends,Parafox,2025-04-08T20:00:26Z,1877339,37011,1897,YouTube
v6wCAsOnXls,League of Legends,The 1 JHIN MECHANIC that NOBODY KNOWS! - League of Legends #shorts,Skill Capped Challenger LoL Guides,2023-04-02T12:00:38Z,1875579,69812,374,YouTube
2-1cvnQW5OA,League of Legends,THUNDER GOD ZEUS SOLO BOLO ⚡️,LoL Esports,2025-03-05T13:00:04Z,2733886,44418,256,YouTube
PotZzQvPdl4,League of Legends,Ruined King: A League of Legends Story | Official Gameplay Trailer,Riot Forge,2020-12-11T02:33:43Z,1803344,48019,3398,YouTube
VcaUG8hV9SU,League of Legends,Zeri Champion Spotlight | Gameplay - League of Legends,League of Legends,2022-01-20T20:30:02Z,1754967,30616,2107,YouTube
asYxCgsMKv4,League of Legends,Laure catches Oner aura farming ✨,LoL Esports,2025-07-06T01:58:52Z,3548966,63090,331,YouTube
hTBTQRQnUEk,League of Legends,This is Why Faker is THE GOAT...,Azzapp LoL,2025-04-15T19:34:57Z,3470336,64706,567,YouTube
Q27Tn899-DM,League of Legends,Rank 1 Rengar Making Koreans Look Like BRONZE #leagueoflegends,NoobHunter - League of Legends,2025-09-24T17:00:35Z,3211798,34843,197,YouTube
W5Va-ROu8e8,League of Legends,"El día que volvimos a jugar al LOL 🤮 ft. Andrés, Guille, Evon y Darío",IlloJuan,2022-03-12T17:39:49Z,1579714,54900,408,YouTube
6OBgIHyPAJ8,League of Legends,Nilah Champion Spotlight | Gameplay - League of Legends,League of Legends,2022-07-13T15:00:07Z,1500450,20877,2831,YouTube
e2YjDfej8iY,League of Legends,Minha Primeira Vez... em LEAGUE OF LEGENDS! - Gameplay de LoL com BRKsEDU Finalmente!,BRKsEDU,2018-07-24T13:53:45Z,1471034,150495,14017,YouTube
