video_id,jogo,titulo,canal,data,visualizacoes,likes,comentarios,plataforma
jMi9pzZsJB4,Dead by Daylight,5 Most BORING Killers in Dead by Daylight,Kyto,2023-03-07T23:37:20Z,9326267,329239,3285,YouTube
P0imDbkxUrI,Dead by Daylight,DESTROYING STREAMER WITH LOCKERS AND FLASHBANGS - Dead By Daylight #dbd #dbdstreamer #dbdstream,ZODIKER ,2024-08-24T05:51:20Z,9593305,278602,702,YouTube
MxlSdJPfcuQ,Dead by Daylight,PLAYING AS THE DEMOGORGON HUNTING STEVE AND NANCY | Dead by Daylight Stranger Things Gameplay (DBD),FusionZGamer,2019-09-04T19:54:30Z,8302365,178366,25810,YouTube
YZPwLV1PkJA,Dead by Daylight,EVERY Killer Pallet Break Animation #dbd,WarbyGaming,2024-07-01T17:45:02Z,9759004,360139,2451,YouTube
pYhgrs0tt0A,Dead by Daylight,Dead Island VS Dying Light: Exploding Zombies,GameLight,2023-05-03T06:30:12Z,7821431,184454,1492,YouTube
lzWJox9_We8,Dead by Daylight,Jake&#39;s Totally Real Techs in Dead by Daylight #gaming #meme #animation #dbdmemes,RABLATS,2024-08-19T16:37:06Z,9004887,366423,2750,YouTube
Qdh8zLcIiCk,Dead by Daylight,How to GET HATCH from Wesker in Dead by Daylight #gaming #meme #animation #dbdmemes #dbdmeme #memes,RABLATS,2024-10-02T16:02:40Z,10836769,342954,1556,YouTube
2b4zap6Zmkk,Dead by Daylight,The Knight MORI survivor pov #dbd #dbdshorts #dbdnewupdate #deadbydaylightsurvivor #dead_by_daylight,Tired clips,2022-11-01T17:00:38Z,6780644,134549,1007,YouTube
nudDW6PhihM,Dead by Daylight,"DBD Indonesia - TBag, Main Gitar, Jadi Killer?",MILYHYA,2024-08-31T13:45:07Z,5853666,138084,3514,YouTube
rCfcWopcD2g,Dead by Daylight,i think he felt disrespected 😭 #dbd #dbdshorts #deadbydaylight #shorts #dbdmemes #fnaf,Your Dad’s Muse,2025-06-20T19:43:56Z,9918440,523784,2539,YouTube
QDDchw8lPjU,Dead by Daylight,NEW DBD KILLER is HORRIFYING #dbd,Bubbell,2024-03-03T20:30:01Z,5384019,336509,3186,YouTube
UOv3_DsJhLA,Dead by Daylight,Which Springtrap Jump Scare Sounds Better?,DStrike,2025-06-05T08:00:37Z,11222698,248457,4982,YouTube
px8rQZHknx4,Dead by Daylight,Which Springtrap Cosmetic Has The Best Jump Scare?,DStrike,2025-06-17T19:30:18Z,9318378,249703,3601,YouTube
p9K3h6OMLT0,Dead by Daylight,UNKNOWN Predicted the FUTURE!  #dbd  #deadbydaylight,AZHYMOVS,2025-06-04T14:01:19Z,6936799,306799,1476,YouTube
1juCTSz1kgc,Dead by Daylight,LET&#39;S PLAY DEAD BY DAYLIGHT | UJJWAL,Ujjwal,2022-07-29T11:21:23Z,3937021,152438,5051,YouTube
Shw36hgCTx8,Dead by Daylight,How the Entity Rewards the Killers in DbD  #dbd #deadbydaylight,AZHYMOVS,2025-10-22T14:00:58Z,7352729,290113,1052,YouTube
tZeeJjqshRg,Dead by Daylight,5 Most FUN Killers in Dead by Daylight,Kyto,2023-02-12T05:38:50Z,4103463,191472,2473,YouTube
iowkiPobYYQ,Dead by Daylight,Dead by Daylight | All-Kill | Official Trailer,Dead by Daylight,2021-03-30T16:00:01Z,3577136,100117,6991,YouTube
TsNOnL9Jgxc,Dead by Daylight,SCARING TWITCH STREAMERS W/ GHOSTFACE | Dead By Daylight,SpookyLoopz,2021-10-22T15:00:04Z,3561770,116141,1514,YouTube
B7Yxnx8_U7c,Dead by Daylight,Rob hunts Rosie in real life Dead by Daylight,PlayStation Access,2023-09-09T10:00:08Z,4098020,206445,713,YouTube
o-tgQl_jUIE,Dead by Daylight,The WORST Killers Get The Best Skins In Dead By Daylight,Mauvasa,2025-01-23T21:30:04Z,4598218,170577,2116,YouTube
x72YTpQ4EwE,Dead by Daylight,DYING LIGHT Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS PC ULTRA] - No Commentary,MKIceAndFire,2022-02-01T02:18:24Z,2958020,30094,1245,YouTube
RikXPc1cmdI,Dead by Daylight,These Cosmetics Are Pay To LOSE For Killers In Dead By Daylight,Mauvasa,2025-02-25T22:30:05Z,4722686,164461,1446,YouTube
X_n5zFNzGBU,Dead by Daylight,"ON L&#39;A LAISSÉ TOMBER ! (ft. Doigby, Locklear, AlphaCast)",SQUEEZIE GAMING,2019-03-30T12:00:05Z,2753790,106050,2164,YouTube
vlu_upqMcA8,Dead by Daylight,Top 5 Easiest Killers in DbD  #dbd #deadbydaylight,AZHYMOVS,2025-08-14T14:01:26Z,3703074,94838,833,YouTube
0zszkalhdbo,Dead by Daylight,DBD Indonesia - Aku Adalah Pawang Killer,MILYHYA,2026-02-28T13:45:07Z,2607646,91747,3578,YouTube
oezOC3MTaNc,Dead by Daylight,The Greatest Killer Controversies in DbD  #dbd #deadbydaylight,AZHYMOVS,2025-10-10T14:01:24Z,4113703,144625,2084,YouTube
siPq7cW2wiQ,Dead by Daylight,3 Hours Of Looping Killers For 5 Gens!,Ayrun,2024-01-06T21:00:20Z,2414259,22963,370,YouTube
duS8l_G_GFo,Dead by Daylight,Meet The Unknown #gaming #meme #animation #dbdmemes,RABLATS,2024-03-12T16:14:11Z,3154486,126465,751,YouTube
dFk9VvU1TDE,Dead by Daylight,Michael myers fell in love with me? - Dead By Daylight,Grasshopper,2022-09-04T12:13:45Z,2482587,120070,1061,YouTube
NGmecjgEPSI,Dead by Daylight,This Build Stops All Progress In Dead By Daylight,Mauvasa,2024-10-16T13:00:33Z,3837368,153353,1295,YouTube
QDsaCjmMPzY,Dead by Daylight,Reacting to the creepiest videogame character,Slate,2024-02-20T18:55:56Z,2341494,165637,1428,YouTube
2MjsLFDbK7I,Dead by Daylight,EVERY Killer Nationality in Dead by Daylight,WarbyGaming,2022-11-04T23:00:03Z,2219952,115550,3328,YouTube
K588pTBLnRQ,Dead by Daylight,[Hindi] Dead By Daylight Gameplay | Lets Survive With Friends#11,RON GAMING,2018-07-21T17:13:18Z,1982550,31091,1339,YouTube
JvDPYnwxqDU,Dead by Daylight,KORKU VE EĞLENCE BİR ARADA | DEAD BY DAYLIGHT | BÖLÜM 1,Elraenn,2025-05-07T15:02:10Z,1923380,57162,3133,YouTube
nDAcVMJxNkQ,Dead by Daylight,Bullying Survivors with VAULT SPEED MYERS!,Sparkyy,2024-10-18T16:00:55Z,1805839,30588,415,YouTube
2LmWWo2aWhI,Dead by Daylight,The Fastest Killers in DbD,AZHYMOVS,2023-12-17T16:00:03Z,2348416,114702,1424,YouTube
mMcXNXgLvbc,Dead by Daylight,TOP 5 BEST SURVIVOR PERKS!,Brain,2024-08-18T00:43:02Z,2468247,106369,764,YouTube
WzBOcp1VfTo,Dead by Daylight,I Escaped as EVERY Dead by Daylight Survivor!,JRM,2024-09-02T14:29:24Z,1705710,30143,764,YouTube
W5JUUuxvA1I,Dead by Daylight,Springtrap All Animations -Dead by Daylight-,Syralex,2025-05-28T00:14:43Z,1684071,29018,1412,YouTube
H7-sBp2ZeOI,Dead by Daylight,Springtrap Meets Other DBD Killers,Jaze Cinema,2025-07-12T21:55:43Z,1668258,63227,1454,YouTube
Tz19mbvJ4Ng,Dead by Daylight,How you look based on your favorite killer ( Dead by Daylight edition),Rost,2022-08-02T20:00:11Z,1874512,54872,2683,YouTube
BoVWRwxmUrU,Dead by Daylight,The Most Intense Escapes! | Solo Hardcore Ep. 5,Ayrun,2023-08-19T20:13:21Z,1573927,27961,538,YouTube
foLPtygXevk,Dead by Daylight,Prestige 100 Once or Prestige All Killers Evenly?,Otz Live & Clips,2022-11-06T17:04:05Z,1965733,80556,1165,YouTube
90cb42uchCs,Dead by Daylight,Unlock THESE KILLERS First! — Dead by Daylight,Kyto,2024-07-06T17:07:00Z,1526653,40846,2923,YouTube
7mpqOCex4yM,Dead by Daylight,Every DBD Killer RANKED from Worst to Best,Kyto,2024-01-12T19:03:00Z,1519198,36054,3714,YouTube
WBTNAFmLBU4,Dead by Daylight,NEW KILLER &quot;SPRINGTRAP&quot; IS ABSOLUTELY TERRIFYING!,SpookyLoopz,2025-05-27T17:54:33Z,1496578,41440,1882,YouTube
3WqMDUIkj2s,Dead by Daylight,top 5 killers for new players in dbd,Bladedos,2024-08-21T16:30:00Z,1995216,83943,495,YouTube
78JQFN4NLKk,Dead by Daylight,Dead by Daylight | Chucky | Official Trailer,Dead by Daylight,2023-11-08T16:00:32Z,1454139,60160,3562,YouTube
ug6u_WeE33k,Dead by Daylight,Tormenting my Friends by simply playing Chucky :),Zet0r,2023-12-12T19:37:47Z,1450569,23971,340,YouTube
XmTW-PmQtCg,Dead by Daylight,Dead By Daylight | Five Nights at Freddy&#39;s | Gameplay Concept,Rarithlynx,2022-01-29T18:00:14Z,1374214,59630,5015,YouTube
hOUNI7hkq4I,Dead by Daylight,Dead by Daylight | Naughty Bear Collection Trailer,Dead by Daylight,2023-10-31T15:00:12Z,1361290,46706,2740,YouTube
O1ryZfL04Nw,Dead by Daylight,JUEGO DEAD BY DAYLIGHT POR PRIMERA VEZ 😎,RobleisIUTU,2025-06-06T21:34:28Z,1343160,43430,741,YouTube
XMa53tC6qJg,Dead by Daylight,Springtrap De FNAF Llego Como Nuevo Asesino A Dead By Daylight / FNAF x DBD Gameplay,Omenasito,2025-05-29T18:53:11Z,1300645,36541,1338,YouTube
7oRp7FrUiaM,Dead by Daylight,The Most Unique Scamper Spot! - Dead By Daylight #dbd #dbdshorts #chucky #dbdclips,jnali,2025-06-22T17:00:17Z,2669658,76085,618,YouTube
cnm8LnOClfc,Dead by Daylight,Chase Me = 5 Gens Completed,Ayrun,2025-06-22T20:26:38Z,1258398,31873,746,YouTube
zs5Ml5juZPY,Dead by Daylight,Best Way to FARM Bloodpoints in Dead by Daylight,Myst,2024-09-16T16:01:03Z,1894816,80036,482,YouTube
QMCS1zkmDAw,Dead by Daylight,SPRINGTRAP EST ARRIVE SUR DEAD BY DAYLIGHT !! (FNAF UPDATE),Nino MssClick,2025-06-01T17:15:01Z,1223929,29285,1336,YouTube
6Tmzc7KnKxc,Dead by Daylight,New Killer &#39;The Unknown&#39; Mori [All Things Wicked CHAPTER] - Dead By Daylight PTB,Varun J,2024-02-20T18:19:43Z,1561377,38133,336,YouTube
jD7QmXMZq0E,Dead by Daylight,I Used Dead by Daylight&#39;s SCARIEST Builds!,Ayrun,2024-11-14T12:10:46Z,1219353,21908,561,YouTube
oJ6GXBK6mzA,Dead by Daylight,Survivors are no longer SAFE against this,SpookyLoopz,2022-10-05T15:00:29Z,1206759,32844,709,YouTube
Sdvnr4YeNuA,Dead by Daylight,Whose Jump Scare Is Better?,DStrike,2025-06-10T11:30:33Z,2774356,47543,940,YouTube
-_FPyfHREXI,Dead by Daylight,I Attempted DBD&#39;s Most DIFFICULT Challenge SOLO!,JRM,2025-06-09T14:44:09Z,1215583,22117,872,YouTube
3CsnX7r9iPY,Dead by Daylight,"When the Killer gives you the Hatch, but you Remember you can Never Trust a Clown",Rost,2025-08-27T17:30:00Z,2844084,86344,579,YouTube
jriDSJt1ma0,Dead by Daylight,The Solo Hardcore Survivor Challenge [FULL SERIES],Ayrun,2025-06-28T12:53:17Z,1165577,19766,590,YouTube
Xh5uuG3li8M,Dead by Daylight,Stream Snipers Tried Ending My Winstreak...,Not Ayrun,2024-04-19T15:46:16Z,1153052,37709,1109,YouTube
uyMSPYOoAJY,Dead by Daylight,TOP 5 BEST KILLERS IN DBD!,Brain,2024-10-22T14:16:05Z,1667796,65594,991,YouTube
KomrZJzVwe8,Dead by Daylight,Top 5 Hardest Killers in DbD #dbd #deadbydaylight,AZHYMOVS,2025-07-13T14:00:27Z,1940067,76185,1084,YouTube
jKYtCYwZstc,Dead by Daylight,Attempting DBD’s Most Impossible Challenge! | Hardcore Killer Ep. 1,Ayrun,2025-11-02T19:50:23Z,1124730,29689,769,YouTube
ruCoOlMoHNU,Dead by Daylight,Tormenting my Friends by simply playing Springtrap :),Zet0r,2025-06-17T15:19:42Z,1104302,25966,422,YouTube
3wILkKy6i7M,Dead by Daylight,Dead by Daylight | Junji Ito Collection Trailer,Dead by Daylight,2025-01-07T16:01:10Z,1100853,42094,1274,YouTube
MZtwy2vlLQs,Dead by Daylight,Best Of Dead By Daylight 2024,JRM,2024-11-20T16:50:32Z,1028959,21762,382,YouTube
Vq5X5OZjyRA,Dead by Daylight,36 Things You Should NEVER Do As Survivor,Kyto,2025-07-12T16:03:00Z,997818,38160,1666,YouTube
eHgQD0EVaQE,Dead by Daylight,TOP 5 WORST KILLERS...,Brain,2024-08-18T16:13:50Z,1417522,51291,2009,YouTube
dY1fnCn81yc,Dead by Daylight,The FASTEST Weapon Wipe in DBD! #dbd #deadbydaylight #dbdmoments #dbdclips #dbdkiller #gamer #gaming,SHADERSOP,2025-07-11T12:34:33Z,1483985,71552,571,YouTube
Q-yRlFZEcZ0,Dead by Daylight,We Played Dead By Daylight...,Techy,2025-10-23T12:00:51Z,991653,7997,302,YouTube
HHfKpPn8CtI,Dead by Daylight,Someone’s STREAK Had To End… (Pro Nurse vs God Squad),Dead By Clips,2026-04-14T03:35:40Z,979766,17819,809,YouTube
p48iLuhJLcE,Dead by Daylight,Dead By Daylight The Unknown Is Trying To Appear Human But Failing #deadbydaylight,CatashRoo,2024-10-29T23:12:40Z,1214854,79984,641,YouTube
_lsEERSC0Go,Dead by Daylight,Dead by Daylight | Five Nights at Freddy’s | Official Trailer,Dead by Daylight,2025-06-16T15:01:31Z,940237,55376,2182,YouTube
hxVAmAE2Dio,Dead by Daylight,NEW KILLER &quot;THE FIRST&quot; IS A MONSTER!!!,SpookyLoopz,2026-01-06T17:58:30Z,933237,24569,1198,YouTube
eFP8_bRlKkU,Dead by Daylight,I Attempted To COMPLETE Dead By Daylight in 24 Hours!,JRM,2025-08-16T13:08:54Z,937207,17365,542,YouTube
62aQLJ2dIlo,Dead by Daylight,1 Hour Of Late Night Looping To Help You Sleep!,Ayrun,2024-05-09T19:55:10Z,925263,30515,1487,YouTube
NU1vhQnLnE8,Dead by Daylight,The Most Overpowered Perk In DBD!,Ayrun,2025-08-18T20:50:30Z,914353,26905,670,YouTube
QCn7ZMp_NyQ,Dead by Daylight,Oynamasını En Sevdiğim 5 Katil #dbd #shorts #shortsvideo,Gamerin Dibi,2025-01-17T14:30:12Z,1304006,23911,322,YouTube
H67h4dWtv8U,Dead by Daylight,IShowSpeed Plays Dead By Daylight,Broken• •Heart,2022-05-16T02:21:23Z,907388,17459,689,YouTube
YlrhmpsFKH8,Dead by Daylight,1 Hour Of Very Tense Survivor Matches!,Ayrun,2025-03-28T21:01:43Z,911533,14780,311,YouTube
-s6Vn0ng5LY,Dead by Daylight,Hunting YouTubers With William Afton...,Aimin,2025-06-21T17:51:38Z,897334,15081,1301,YouTube
7by8BvvPf-s,Dead by Daylight,DBD: This Annoying Looping Build is somehow GOOD...,Demi,2024-12-08T12:00:11Z,900066,30440,1182,YouTube
J7H9EJy9TbE,Dead by Daylight,Becoming UNHOOKABLE in Dead by Daylight,Seine,2025-01-11T14:12:57Z,870800,24232,686,YouTube
pRYR971YiuQ,Dead by Daylight,Pretending to be a BABY SURVIVOR until DEATH HOOK in DBD...,meesh,2024-11-21T12:01:07Z,839175,20632,388,YouTube
AR4gmDXeSTY,Dead by Daylight,Pinhead REMOVED From Dead by Daylight,Straz,2025-04-02T16:51:07Z,1397958,46315,1081,YouTube
PoB9EVTlWrM,Dead by Daylight,En Güçsüz 5 Lisanslı Katil #dbd #shorts #shortsvideo,Gamerin Dibi,2024-11-10T09:34:46Z,1023574,35323,362,YouTube
CsKIArLZkdE,Dead by Daylight,Pretending to be a BABY HUNTRESS until ENDGAME in DBD...,meesh,2024-02-16T12:00:11Z,798765,19356,408,YouTube
7zBB9mdVR0M,Dead by Daylight,The Boulet Brothers SKINS Are Like Nothing Else In Dead By Daylight,Mauvasa,2025-07-11T01:00:06Z,1281864,68879,1070,YouTube
-W_Trx3MM8M,Dead by Daylight,1 Hour Of 5 Gen Chases To Help You Sleep!,Ayrun,2025-11-19T21:00:01Z,778838,23604,877,YouTube
oOpknlvPY0g,Dead by Daylight,I Made The Exit Gates Completely UNOPENABLE,More Seine,2025-07-27T11:48:21Z,769079,20367,571,YouTube
kf2BdatRxdo,Dead by Daylight,🤡 PENNYWISE -നെ കൊന്നു… 😨😱| DEATH PARK 1 🤡 #mobilegame #funnygameplay #malayalam,WhoIsAarow,2024-08-22T15:30:22Z,988528,14940,70,YouTube
i5e1ycrMXo8,Dead by Daylight,CONSEGUÍ a SPRINGTRAP en DEAD BY DAYLIGHT,AQUISI,2025-09-05T17:15:03Z,753638,25984,324,YouTube
jivlMAfqD1I,Dead by Daylight,1 Hour Of 5 Gen Chases In Dead by Daylight!,Ayrun,2024-08-27T20:00:27Z,748076,14446,409,YouTube
uA902CEa2xA,Dead by Daylight,POV: The Final Boss of Skill-Checks...,Rost,2024-08-03T16:45:01Z,796031,58949,576,YouTube
n56cfiroDkQ,World of Warcraft,3 Heartbreaking Gaming Tributes 🫡 (Part 2) #shorts,Bundun,2023-10-23T14:00:35Z,37673657,1941031,7063,YouTube
-PAZk_l09uM,World of Warcraft,WORLD OF WARCRAFT Full Movie 2024: Dragon | Superhero FXL Action Movies 2024 in English (Game Movie),Superhero FXL Games,2024-06-23T13:00:00Z,19484484,94627,736,YouTube
s4gBChg6AII,World of Warcraft,World of Warcraft: Shadowlands Cinematic Trailer,World of Warcraft,2019-11-01T18:42:14Z,15817287,221538,28681,YouTube
WWVmN9NtDIo,World of Warcraft,Asmongold checks out... something. #asmongold #shorts,Asmongold Shorts,2022-09-13T17:00:51Z,17507232,557906,10552,YouTube
XaI-EOVpDvo,World of Warcraft,The Elder Scrolls Online: High Isle Launch Cinematic,Bethesda Softworks,2022-06-07T01:07:45Z,11188245,201770,13352,YouTube
oiw-O5UdXXw,World of Warcraft,Story of Gaming&#39;s Biggest Troll 🤬,Bundun,2024-11-19T13:01:04Z,11183522,672202,4296,YouTube
Pj3MGAlcfyo,World of Warcraft,Dragonflight Launch Cinematic &quot;Take to the Skies&quot; | World of Warcraft,World of Warcraft,2022-11-15T17:02:41Z,8632943,29544,2612,YouTube
FOChImfz9dw,World of Warcraft,World of Warcraft - The Banshee Queen,Bad Juice,2020-01-16T23:36:19Z,7029085,53865,0,YouTube
o03STclgxSc,World of Warcraft,The War Within Announce Cinematic | World of Warcraft,World of Warcraft,2023-11-03T19:44:41Z,6279866,121056,7130,YouTube
hndyTy3uiZM,World of Warcraft,Warbringers: Azshara,World of Warcraft,2018-08-24T17:00:05Z,5493955,100638,10310,YouTube
22Nf00VN0WM,World of Warcraft,Midnight Gameplay Reveal | World of Warcraft,World of Warcraft,2025-08-19T19:49:20Z,4247625,18849,3426,YouTube
H8NQXwuJJSQ,World of Warcraft,Asmongold meets that which has no life #shorts,Asmongold Shorts,2022-09-15T17:45:27Z,4535793,46349,1376,YouTube
_zK2oB660yk,World of Warcraft,The Gaming Clip That Ruined His Life 😪 (Leeroy Jenkins),Bundun,2025-02-11T13:00:55Z,4477030,328281,1159,YouTube
yu3Qh53N-jA,World of Warcraft,La Mayor Pandemia en un Videojuego #wow #sangrecorrupta,EgSeTuX,2025-02-04T11:01:30Z,4535458,385926,1465,YouTube
hssA0Q16CWE,World of Warcraft,Quests in classic WoW be like,Orgrim Coomhammer,2025-05-21T20:50:19Z,7457857,189279,4556,YouTube
_COMHhMI01o,World of Warcraft,The Time A Guild Raided a Memorial in Wow...,theScore esports,2023-11-12T22:00:19Z,3404365,154039,4756,YouTube
41o14c5Sqz8,World of Warcraft,World of Warcraft - SHADOWLANDS BLIZZCON CROWD REACTION,Ryan Barron,2019-11-01T21:04:40Z,3271360,39023,2290,YouTube
oYy9xxS1U2I,World of Warcraft,Elon Musk on Getting Ranked Top 20 in Diablo 4,The Sigma Life,2024-11-04T23:09:24Z,3339271,110506,2437,YouTube
RNj0gRi15X4,World of Warcraft,WORLD OF WARCRAFT Full Movie 2025: Dragon | Superhero FXL Fantasy Movies 2025 English (Game Movie),Superhero FXL Games,2025-04-11T13:00:54Z,3106376,11410,90,YouTube
nzldZy-CpQw,World of Warcraft,WORLD OF WARCRAFT Gameplay Story – Fanmade Cutscenes Edit [ENG] | FullHDvideos4me,FullHDvideos4me,2024-04-20T17:50:56Z,2926734,16553,180,YouTube
Wp8WU15v8Ec,World of Warcraft,Asmongold Journey To Level 60 - Classic WoW Highlights SUPERCUT,Daily Dose of Asmongold,2019-09-09T13:28:03Z,2915974,28421,1363,YouTube
bnUzsD4Mpms,World of Warcraft,New Player Reviews World of Warcraft,Asmongold TV  ,2024-04-22T03:00:19Z,2869123,44772,6093,YouTube
VQKRL0FArjw,World of Warcraft,5 WoW Records That Will NEVER Be Broken!,Epic Drop,2020-07-10T18:15:00Z,2848941,22130,1369,YouTube
tAkgSvnpC6U,World of Warcraft,World of Warcraft : La Saga en 1 Video,El Fedelobo,2024-11-23T19:00:29Z,2823231,110152,4003,YouTube
SiIjThwKLaE,World of Warcraft,Midnight | Intercession Cinematic | World of Warcraft,World of Warcraft,2025-08-19T19:47:38Z,2746848,57327,9238,YouTube
DjuN1dE50VI,World of Warcraft,Fall of the Lich King Launch Trailer - Justice | Wrath of the Lich King Classic | World of Warcraft,World of Warcraft,2023-10-10T17:01:18Z,2515663,70682,2188,YouTube
CFpqk07Emf0,World of Warcraft,World of Warcraft Classic - LE PIRE MMoRPG,Sheshounet,2019-09-06T10:13:55Z,2497779,72981,2303,YouTube
NR_evU3qDF8,World of Warcraft,this is what 24000 hours on rogue looks like,pshero,2022-06-11T17:04:15Z,2384951,18644,1759,YouTube
kwTqM4apewo,World of Warcraft,When a plague breaks out in an MMO #game #story #meme,gamtory,2025-11-06T16:01:13Z,4692345,147671,2881,YouTube
QInBVzBJuU4,World of Warcraft,World of Warcraft: Shadowlands Features Overview,World of Warcraft,2019-11-01T18:49:50Z,2279122,27844,4697,YouTube
GnhTAZ5TJE8,World of Warcraft,Sreamer poops himself in classic wow,JoshStryker ,2023-04-22T17:37:49Z,2282585,30879,3757,YouTube
HInmEcbFyF0,World of Warcraft,Wrath of the Lich King Cinematic Remaster | World of Warcraft,World of Warcraft,2022-09-26T19:00:05Z,2187193,52628,1585,YouTube
pz-tUdo-uYs,World of Warcraft,Final Boss Of Hardcore WoW,Xaryu,2024-08-17T03:00:38Z,2474011,42904,1359,YouTube
1qxB2Y4FLJU,World of Warcraft,Warcraft 3 Reforged All Cinematics in Chronological Order,Noone182,2020-02-03T16:00:01Z,2134397,16275,1132,YouTube
ZY97K6y3dL8,World of Warcraft,WORLD OF WARCRAFT (Classic),SORRYLAG,2023-04-26T21:10:53Z,2106242,119661,8710,YouTube
R4vkian6Ay8,World of Warcraft,Il n&#39;y aura plus jamais un jeu comme World of Warcraft,Kombo,2022-09-03T12:13:41Z,2056353,30815,1299,YouTube
HLKS0Jq9U_E,World of Warcraft,Terror of Darkshore,World of Warcraft,2018-11-02T22:42:46Z,2041026,32349,4494,YouTube
VfsHW8oWXLs,World of Warcraft,Arthas Takes Frostmourne &amp; Becomes The Lich King - All Cinematics in Order [World of Warcraft],Athelarius,2022-10-04T03:11:50Z,2037466,21553,1251,YouTube
lwF9GfD-VD4,World of Warcraft,Asmongold shows how BROKEN warriors are by pulling the entire zone,Asmongold Clips,2022-12-11T21:36:40Z,2029944,10145,953,YouTube
oJvHMln3nvQ,World of Warcraft,Ashbringer One Shot #wowclassic #paladin,GreekWario,2025-07-18T08:11:33Z,4872643,25939,911,YouTube
LN8ArKTYc6k,World of Warcraft,League of Legends Player Tries Hardcore WoW – Ep.1 + Ep.2,Asmongold TV  ,2023-11-23T00:00:11Z,1930891,32872,666,YouTube
nkSHHEWLsu0,World of Warcraft,I’m a WoW player.,World of Warcraft,2024-02-20T20:00:19Z,2490853,64287,935,YouTube
B7sCJPgJYXI,World of Warcraft,This is what World of Warcraft looked like in 1999,vaulty,2019-04-09T20:42:18Z,1795862,17453,1529,YouTube
xFT-ZkYMsSk,World of Warcraft,THIS BOSS HAD NEVER BEEN KILLED,CaptainCoach,2024-03-01T18:26:13Z,1881677,33893,629,YouTube
6_ABpQlvVbQ,World of Warcraft,Xaryu Gets Ganked by 40 Rogues as lvl 32..,Xaryu,2024-02-15T07:44:00Z,1688362,25488,747,YouTube
2qvb9-C4PqI,World of Warcraft,You asked if I&#39;d ever return to WoW..,Asmongold TV  ,2025-07-28T07:00:06Z,1463852,25669,4984,YouTube
LU5ndff8eBk,World of Warcraft,Cómo perdí mi vida en WoW,juja,2022-09-25T16:00:13Z,1448212,28997,824,YouTube
ebmwJnhtMgY,World of Warcraft,World of Warcraft &#39;The Ultimate Journey&#39; (A Relaxing Music Compilation),Robert E. Irby,2018-06-28T11:26:26Z,1420087,14937,906,YouTube
VJsMMB8l2NE,World of Warcraft,A pandemia do World of Warcraft 😷🚨 #worldofwarcraft,Orube Game Studio,2022-12-01T23:34:05Z,1375992,180747,454,YouTube
s17_1aCz3QY,World of Warcraft,this is what 18 YEARS of mage looks like,Xaryu,2023-03-21T22:00:17Z,1360085,17848,1273,YouTube
IRS0p6j6XpE,World of Warcraft,Secret OP powerbuilding tech for Humans in WC3,Grubby,2024-05-05T20:00:04Z,1697879,35495,597,YouTube
9nP0ot-gnso,World of Warcraft,The Accidental Virtual Pandemic in World of Warcraft,Half as Interesting,2020-03-26T15:03:18Z,1320427,51139,1606,YouTube
l8XRnU0bK1k,World of Warcraft,Arthas Menethil (The Lich King) Model Evolution│Warcraft 3 - Wrath of The Lich King,LeystTV,2023-08-23T17:36:59Z,1673150,44389,767,YouTube
UlVQr_s0byM,World of Warcraft,😂 LOGAN&#39;S WORLD OF WARCRAFT ADDICTION #shorts,IMPAULSIVE Clips,2022-08-21T20:00:12Z,1486432,38230,722,YouTube
vBI7AijI_Hs,World of Warcraft,Greatsword Heavy Attack Solo Kill | OPR | New World #shorts,Krotha,2022-12-07T23:53:56Z,1653063,13822,500,YouTube
mR7dtNrGp3I,World of Warcraft,⚡️The real no lifer of World of Warcraft in game #worldofwarcraft #wowclassic #classicwow #gaming,Morphious,2024-06-03T00:14:32Z,1800358,23309,1777,YouTube
iYIa20HeMq0,World of Warcraft,This Orc mechanic is SO BROKEN!,Grubby,2024-10-07T21:00:34Z,1574292,27669,396,YouTube
uExCHpbUcj4,World of Warcraft,3 Players think they can beat WORLD Champ WC3 player,Grubby,2023-07-31T09:00:40Z,1188885,12265,1223,YouTube
Mq4X51-ybfs,World of Warcraft,1v2 Mage Vs. Warriors In The War Within,Xaryu,2024-09-05T01:45:00Z,1265965,25213,1077,YouTube
DSvLkzRt9fc,World of Warcraft,The War Within Features Overview | World of Warcraft,World of Warcraft,2023-11-03T19:48:01Z,1145752,16724,1302,YouTube
Arv1FE-nZ68,World of Warcraft,1 MAGE vs 4 WARRIORS #classicwow #classicpvp,Ralin,2025-10-21T19:11:29Z,2399061,32945,2365,YouTube
fppwfilXi5w,World of Warcraft,i miss when WoW was just a game.,Rotan,2024-04-28T19:19:55Z,1092626,47419,7873,YouTube
V_gzyZLT9g8,World of Warcraft,Everytime I start an alt in wow classic,cybruv,2023-01-25T08:02:39Z,1387664,15470,726,YouTube
n7deIpwC02M,World of Warcraft,We&#39;re Tanks #worldofwarcraft #gaming #mmorpg #wow,Welgo,2024-07-02T01:38:59Z,1319478,28118,719,YouTube
lO8iOxW4xng,World of Warcraft,WoW Classic vs Retail: Quests #worldofwarcraft #wow #warcraft #blizzard,Schwowi,2024-12-08T07:03:23Z,1501224,27343,989,YouTube
